id,flight_date,flight_number,airline_code,airline_name,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,status
1237,2025-06-07,5357,QF,Qantas,DEL,PNQ,23:15:00,23:22:00,01:20:00,01:09:00,8,8,on_time
1238,2025-06-07,8932,VS,Virgin Atlantic,DEL,PNQ,23:15:00,23:22:00,01:20:00,01:09:00,8,8,on_time
1239,2025-06-07,3326,AF,Air France,BOM,MAA,03:15:00,03:25:00,05:10:00,05:04:00,10,10,on_time
1240,2025-06-07,8790,BA,British Airways,BOM,MAA,03:15:00,03:25:00,05:10:00,05:04:00,10,10,on_time
1241,2025-06-07,3686,KL,KLM,BOM,MAA,03:15:00,03:25:00,05:10:00,05:04:00,10,10,on_time
1242,2025-06-07,8587,VS,Virgin Atlantic,BOM,MAA,03:15:00,03:25:00,05:10:00,05:04:00,10,10,on_time
1243,2025-06-07,136,6E,IndiGo,BOM,MAA,03:15:00,03:25:00,05:10:00,05:04:00,10,10,on_time
1244,2025-06-07,1304,QP,Akasa Air,BOM,MAA,05:00:00,05:11:00,07:00:00,06:46:00,12,12,on_time
1245,2025-06-07,3327,AF,Air France,BOM,MAA,06:25:00,06:22:00,08:30:00,07:53:00,0,0,on_time
1246,2025-06-07,4707,KL,KLM,BOM,MAA,06:25:00,06:22:00,08:30:00,07:53:00,0,0,on_time
1247,2025-06-07,8591,VS,Virgin Atlantic,BOM,MAA,06:25:00,06:22:00,08:30:00,07:53:00,0,0,on_time
1248,2025-06-07,5188,6E,IndiGo,BOM,MAA,06:25:00,06:22:00,08:30:00,07:53:00,0,0,on_time
1249,2025-06-07,1221,ET,Ethiopian Airlines,BOM,MAA,06:40:00,06:50:00,08:55:00,08:30:00,10,10,on_time
1250,2025-06-07,5272,LH,Lufthansa,BOM,MAA,06:40:00,06:50:00,08:55:00,08:30:00,10,10,on_time
1251,2025-06-07,9880,LX,SWISS,BOM,MAA,06:40:00,06:50:00,08:55:00,08:30:00,10,10,on_time
1252,2025-06-07,8072,MK,Air Mauritius,BOM,MAA,06:40:00,06:50:00,08:55:00,08:30:00,10,10,on_time
1253,2025-06-07,2821,AI,Air India,BOM,MAA,06:40:00,06:50:00,08:55:00,08:30:00,10,10,on_time
1254,2025-06-07,4746,TK,Turkish Airlines,BOM,MAA,08:15:00,08:49:00,10:10:00,10:32:00,35,22,delayed
1255,2025-06-07,8589,VS,Virgin Atlantic,BOM,MAA,08:15:00,08:49:00,10:10:00,10:32:00,35,22,delayed
1256,2025-06-07,5204,6E,IndiGo,BOM,MAA,08:15:00,08:49:00,10:10:00,10:32:00,35,22,delayed
1257,2025-06-07,2739,AI,Air India,BOM,MAA,09:00:00,09:10:00,11:00:00,10:50:00,11,11,on_time
1258,2025-06-07,4749,TK,Turkish Airlines,BOM,MAA,09:55:00,10:08:00,12:00:00,11:43:00,13,13,on_time
1259,2025-06-07,8595,VS,Virgin Atlantic,BOM,MAA,09:55:00,10:08:00,12:00:00,11:43:00,13,13,on_time
1260,2025-06-07,5313,6E,IndiGo,BOM,MAA,09:55:00,10:08:00,12:00:00,11:43:00,13,13,on_time
1261,2025-06-07,8594,VS,Virgin Atlantic,BOM,MAA,11:50:00,12:11:00,13:50:00,13:46:00,22,22,delayed
1262,2025-06-07,5206,6E,IndiGo,BOM,MAA,11:50:00,12:11:00,13:50:00,13:46:00,22,22,delayed
1263,2025-06-07,4406,ET,Ethiopian Airlines,BOM,MAA,13:35:00,14:03:00,15:30:00,15:48:00,28,18,delayed
1264,2025-06-07,572,AI,Air India,BOM,MAA,13:35:00,14:03:00,15:30:00,15:48:00,28,18,delayed
1265,2025-06-07,8596,VS,Virgin Atlantic,BOM,MAA,13:45:00,14:22:00,16:00:00,16:09:00,38,9,on_time
1266,2025-06-07,5337,6E,IndiGo,BOM,MAA,13:45:00,14:22:00,16:00:00,16:09:00,38,9,on_time
1267,2025-06-07,5196,6E,IndiGo,BOM,MAA,15:35:00,15:57:00,17:35:00,17:40:00,22,5,on_time
1268,2025-06-07,8590,VS,Virgin Atlantic,BOM,MAA,17:15:00,17:26:00,19:15:00,19:03:00,12,12,on_time
1269,2025-06-07,5048,6E,IndiGo,BOM,MAA,17:15:00,17:26:00,19:15:00,19:03:00,12,12,on_time
1270,2025-06-07,8791,BA,British Airways,BOM,MAA,15:35:00,15:57:00,17:35:00,17:40:00,22,5,on_time
1271,2025-06-07,8592,VS,Virgin Atlantic,BOM,MAA,15:35:00,15:57:00,17:35:00,17:40:00,22,5,on_time
1272,2025-06-07,573,AI,Air India,BOM,MAA,18:05:00,18:10:00,20:10:00,19:49:00,5,5,on_time
1273,2025-06-07,8588,VS,Virgin Atlantic,BOM,MAA,19:45:00,20:08:00,21:50:00,21:40:00,24,24,delayed
1274,2025-06-07,5105,6E,IndiGo,BOM,MAA,19:45:00,20:08:00,21:50:00,21:40:00,24,24,delayed
1275,2025-06-07,2827,AI,Air India,BOM,MAA,21:00:00,21:09:00,23:10:00,22:39:00,10,10,on_time
1276,2025-06-07,5291,6E,IndiGo,BOM,MAA,22:00:00,22:22:00,00:00:00,23:56:00,23,23,delayed
1277,2025-06-07,5523,LH,Lufthansa,BOM,MAA,21:00:00,21:09:00,23:10:00,22:39:00,10,10,on_time
1278,2025-06-07,639,AI,Air India,BOM,MAA,22:55:00,23:06:00,00:55:00,00:40:00,11,11,on_time
1279,2025-06-07,8792,BA,British Airways,BOM,MAA,22:00:00,22:22:00,00:00:00,23:56:00,23,23,delayed
1280,2025-06-07,8593,VS,Virgin Atlantic,BOM,MAA,22:00:00,22:22:00,00:00:00,23:56:00,23,23,delayed
1281,2025-06-07,481,BZ,Blue Dart Aviation,DEL,AMD,01:05:00,01:09:00,02:40:00,02:17:00,5,5,on_time
1282,2025-06-07,9852,LX,SWISS,DEL,AMD,04:45:00,05:23:00,06:35:00,06:36:00,38,1,on_time
1283,2025-06-07,1079,ET,Ethiopian Airlines,DEL,AMD,04:45:00,05:23:00,06:35:00,06:36:00,38,1,on_time
1284,2025-06-07,7264,LH,Lufthansa,DEL,AMD,04:45:00,05:23:00,06:35:00,06:36:00,38,1,on_time
1285,2025-06-07,817,AI,Air India,DEL,AMD,04:45:00,05:23:00,06:35:00,06:36:00,38,1,on_time
1286,2025-06-07,9201,AA,American Airlines,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1287,2025-06-07,3781,AF,Air France,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1288,2025-06-07,7924,BA,British Airways,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1289,2025-06-07,9040,JL,Japan Airlines,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1290,2025-06-07,5341,QF,Qantas,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1291,2025-06-07,8682,VS,Virgin Atlantic,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1292,2025-06-07,5119,6E,IndiGo,DEL,AMD,04:45:00,04:44:00,06:15:00,05:57:00,0,0,on_time
1293,2025-06-07,6261,6E,IndiGo,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1294,2025-06-07,4453,LO,LOT - Polish Airlines,DEL,AMD,06:20:00,07:06:00,08:00:00,08:16:00,47,16,delayed
1295,2025-06-07,2959,AI,Air India,DEL,AMD,06:20:00,07:06:00,08:00:00,08:16:00,47,16,delayed
1296,2025-06-07,2076,6E,IndiGo,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1297,2025-06-07,9174,AA,American Airlines,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1298,2025-06-07,3795,AF,Air France,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1299,2025-06-07,9042,JL,Japan Airlines,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1300,2025-06-07,3644,KL,KLM,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1301,2025-06-07,5343,QF,Qantas,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1302,2025-06-07,8683,VS,Virgin Atlantic,DEL,AMD,05:50:00,05:52:00,07:20:00,07:05:00,3,3,on_time
1303,2025-06-07,9034,JL,Japan Airlines,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1304,2025-06-07,4735,KL,KLM,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1305,2025-06-07,2124,6E,IndiGo,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1306,2025-06-07,6457,AF,Air France,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1307,2025-06-07,9031,JL,Japan Airlines,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1308,2025-06-07,4709,KL,KLM,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1309,2025-06-07,5333,QF,Qantas,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1310,2025-06-07,8671,VS,Virgin Atlantic,DEL,AMD,07:20:00,07:38:00,08:55:00,08:49:00,19,19,delayed
1311,2025-06-07,5329,QF,Qantas,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1312,2025-06-07,4676,TK,Turkish Airlines,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1313,2025-06-07,8669,VS,Virgin Atlantic,DEL,AMD,09:10:00,09:18:00,10:40:00,10:29:00,9,9,on_time
1314,2025-06-07,2715,AI,Air India,DEL,AMD,11:20:00,12:11:00,13:05:00,13:28:00,52,23,delayed
1315,2025-06-07,2331,6E,IndiGo,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1316,2025-06-07,2450,AI,Air India,DEL,AMD,13:20:00,13:36:00,15:00:00,14:47:00,17,17,delayed
1317,2025-06-07,2131,6E,IndiGo,DEL,AMD,13:30:00,13:35:00,15:05:00,14:44:00,5,5,on_time
1318,2025-06-07,1073,ET,Ethiopian Airlines,DEL,AMD,11:20:00,12:11:00,13:05:00,13:28:00,52,23,delayed
1319,2025-06-07,3620,UL,SriLankan Airlines,DEL,AMD,11:20:00,12:11:00,13:05:00,13:28:00,52,23,delayed
1320,2025-06-07,7932,BA,British Airways,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1321,2025-06-07,9038,JL,Japan Airlines,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1322,2025-06-07,5337,QF,Qantas,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1323,2025-06-07,4679,TK,Turkish Airlines,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1324,2025-06-07,8673,VS,Virgin Atlantic,DEL,AMD,11:40:00,12:11:00,13:15:00,13:19:00,32,4,on_time
1325,2025-06-07,7950,BA,British Airways,DEL,AMD,13:30:00,13:35:00,15:05:00,14:44:00,5,5,on_time
1326,2025-06-07,9036,JL,Japan Airlines,DEL,AMD,13:30:00,13:35:00,15:05:00,14:44:00,5,5,on_time
1327,2025-06-07,5327,QF,Qantas,DEL,AMD,13:30:00,13:35:00,15:05:00,14:44:00,5,5,on_time
1328,2025-06-07,8668,VS,Virgin Atlantic,DEL,AMD,13:30:00,13:35:00,15:05:00,14:44:00,5,5,on_time
1329,2025-06-07,835,AI,Air India,DEL,AMD,16:20:00,16:45:00,18:00:00,17:58:00,25,25,delayed
1330,2025-06-07,809,AI,Air India,DEL,AMD,18:05:00,18:12:00,19:40:00,19:19:00,7,7,on_time
1331,2025-06-07,1334,QP,Akasa Air,DEL,AMD,18:20:00,18:22:00,20:10:00,19:34:00,3,3,on_time
1332,2025-06-07,9608,JL,Japan Airlines,DEL,AMD,18:25:00,18:41:00,20:00:00,20:09:00,17,9,on_time
1333,2025-06-07,8401,VS,Virgin Atlantic,DEL,AMD,18:25:00,18:41:00,20:00:00,20:09:00,17,9,on_time
1334,2025-06-07,2234,6E,IndiGo,DEL,AMD,18:25:00,18:41:00,20:00:00,20:09:00,17,9,on_time
1335,2025-06-07,2096,6E,IndiGo,DEL,AMD,19:40:00,19:51:00,21:15:00,20:59:00,11,11,on_time
1336,2025-06-07,531,AI,Air India,DEL,AMD,19:45:00,20:00:00,21:30:00,21:10:00,15,15,on_time
1337,2025-06-07,3622,UL,SriLankan Airlines,DEL,AMD,20:45:00,21:41:00,22:20:00,22:59:00,56,39,delayed
1338,2025-06-07,455,AI,Air India,DEL,AMD,20:45:00,21:41:00,22:20:00,22:59:00,56,39,delayed
1339,2025-06-07,9037,JL,Japan Airlines,DEL,AMD,21:00:00,21:10:00,22:30:00,22:19:00,10,10,on_time
1340,2025-06-07,5335,QF,Qantas,DEL,AMD,21:00:00,21:10:00,22:30:00,22:19:00,10,10,on_time
1341,2025-06-07,8672,VS,Virgin Atlantic,DEL,AMD,21:00:00,21:10:00,22:30:00,22:19:00,10,10,on_time
1342,2025-06-07,2153,6E,IndiGo,DEL,AMD,21:00:00,21:10:00,22:30:00,22:19:00,10,10,on_time
1343,2025-06-07,9032,JL,Japan Airlines,DEL,AMD,19:40:00,19:51:00,21:15:00,20:59:00,11,11,on_time
1344,2025-06-07,5339,QF,Qantas,DEL,AMD,19:40:00,19:51:00,21:15:00,20:59:00,11,11,on_time
1345,2025-06-07,8675,VS,Virgin Atlantic,DEL,AMD,19:40:00,19:51:00,21:15:00,20:59:00,11,11,on_time
1346,2025-06-07,6899,NH,ANA,DEL,AMD,19:45:00,20:00:00,21:30:00,21:10:00,15,15,on_time
1347,2025-06-07,6379,OZ,Asiana Airlines,DEL,AMD,19:45:00,20:00:00,21:30:00,21:10:00,15,15,on_time
1348,2025-06-07,2929,AI,Air India,DEL,AMD,21:45:00,22:18:00,23:25:00,23:30:00,33,5,on_time
1349,2025-06-07,1146,QP,Akasa Air,DEL,AMD,22:30:00,22:59:00,00:15:00,00:14:00,30,30,delayed
1350,2025-06-07,2013,6E,IndiGo,DEL,AMD,23:10:00,23:14:00,00:45:00,00:22:00,5,5,on_time
1351,2025-06-07,9030,JL,Japan Airlines,DEL,AMD,23:10:00,23:14:00,00:45:00,00:22:00,5,5,on_time
1352,2025-06-07,5331,QF,Qantas,DEL,AMD,23:10:00,23:14:00,00:45:00,00:22:00,5,5,on_time
1353,2025-06-07,8670,VS,Virgin Atlantic,DEL,AMD,23:10:00,23:14:00,00:45:00,00:22:00,5,5,on_time
1354,2025-06-07,3357,AF,Air France,BOM,HYD,02:45:00,02:54:00,04:20:00,03:56:00,10,10,on_time
1355,2025-06-07,8787,BA,British Airways,BOM,HYD,02:45:00,02:54:00,04:20:00,03:56:00,10,10,on_time
1356,2025-06-07,8553,VS,Virgin Atlantic,BOM,HYD,02:45:00,02:54:00,04:20:00,03:56:00,10,10,on_time
1357,2025-06-07,5179,6E,IndiGo,BOM,HYD,02:45:00,02:54:00,04:20:00,03:56:00,10,10,on_time
1358,2025-06-07,481,BZ,Blue Dart Aviation,BOM,HYD,05:25:00,05:30:00,06:40:00,06:37:00,5,5,on_time
1359,2025-06-07,3783,AF,Air France,BOM,HYD,05:45:00,05:54:00,07:10:00,06:54:00,10,10,on_time
1360,2025-06-07,8788,BA,British Airways,BOM,HYD,05:45:00,05:54:00,07:10:00,06:54:00,10,10,on_time
1361,2025-06-07,3684,KL,KLM,BOM,HYD,05:45:00,05:54:00,07:10:00,06:54:00,10,10,on_time
1362,2025-06-07,8554,VS,Virgin Atlantic,BOM,HYD,05:45:00,05:54:00,07:10:00,06:54:00,10,10,on_time
1363,2025-06-07,5012,6E,IndiGo,BOM,HYD,05:45:00,05:54:00,07:10:00,06:54:00,10,10,on_time
1364,2025-06-07,5314,LH,Lufthansa,BOM,HYD,06:00:00,06:09:00,07:25:00,07:16:00,9,9,on_time
1365,2025-06-07,9872,LX,SWISS,BOM,HYD,06:00:00,06:09:00,07:25:00,07:16:00,9,9,on_time
1366,2025-06-07,8050,MK,Air Mauritius,BOM,HYD,06:00:00,06:09:00,07:25:00,07:16:00,9,9,on_time
1367,2025-06-07,2625,AI,Air India,BOM,HYD,06:00:00,06:09:00,07:25:00,07:16:00,9,9,on_time
1368,2025-06-07,4401,ET,Ethiopian Airlines,BOM,HYD,07:00:00,07:03:00,08:40:00,08:08:00,4,4,on_time
1369,2025-06-07,2873,AI,Air India,BOM,HYD,07:00:00,07:03:00,08:40:00,08:08:00,4,4,on_time
1370,2025-06-07,5246,6E,IndiGo,BOM,HYD,07:20:00,07:33:00,08:50:00,08:43:00,14,14,on_time
1371,2025-06-07,3662,KL,KLM,BOM,HYD,07:20:00,07:33:00,08:50:00,08:43:00,14,14,on_time
1372,2025-06-07,8558,VS,Virgin Atlantic,BOM,HYD,07:20:00,07:33:00,08:50:00,08:43:00,14,14,on_time
1373,2025-06-07,2877,AI,Air India,BOM,HYD,10:05:00,10:52:00,11:35:00,12:02:00,47,27,delayed
1374,2025-06-07,4744,TK,Turkish Airlines,BOM,HYD,10:05:00,10:21:00,11:40:00,11:27:00,17,17,delayed
1375,2025-06-07,8559,VS,Virgin Atlantic,BOM,HYD,10:05:00,10:21:00,11:40:00,11:27:00,17,17,delayed
1376,2025-06-07,5318,6E,IndiGo,BOM,HYD,10:05:00,10:21:00,11:40:00,11:27:00,17,17,delayed
1377,2025-06-07,2444,AI,Air India,BOM,HYD,11:00:00,11:23:00,12:30:00,12:31:00,23,1,on_time
1378,2025-06-07,4745,TK,Turkish Airlines,BOM,HYD,11:55:00,12:08:00,13:35:00,13:16:00,13,13,on_time
1379,2025-06-07,5097,6E,IndiGo,BOM,HYD,11:55:00,12:08:00,13:35:00,13:16:00,13,13,on_time
1380,2025-06-07,8556,VS,Virgin Atlantic,BOM,HYD,11:55:00,12:08:00,13:35:00,13:16:00,13,13,on_time
1381,2025-06-07,1223,ET,Ethiopian Airlines,BOM,HYD,15:00:00,15:20:00,16:30:00,16:32:00,20,2,on_time
1382,2025-06-07,2446,AI,Air India,BOM,HYD,15:00:00,15:20:00,16:30:00,16:32:00,20,2,on_time
1383,2025-06-07,8789,BA,British Airways,BOM,HYD,15:20:00,15:46:00,16:50:00,16:56:00,27,6,on_time
1384,2025-06-07,8561,VS,Virgin Atlantic,BOM,HYD,15:20:00,15:46:00,16:50:00,16:56:00,27,6,on_time
1385,2025-06-07,5386,6E,IndiGo,BOM,HYD,15:20:00,15:46:00,16:50:00,16:56:00,27,6,on_time
1386,2025-06-07,2531,AI,Air India,BOM,HYD,16:00:00,16:18:00,17:35:00,17:23:00,19,19,delayed
1387,2025-06-07,8557,VS,Virgin Atlantic,BOM,HYD,16:45:00,17:08:00,18:20:00,18:14:00,23,23,delayed
1388,2025-06-07,5228,6E,IndiGo,BOM,HYD,16:45:00,17:08:00,18:20:00,18:14:00,23,23,delayed
1389,2025-06-07,2619,AI,Air India,BOM,HYD,18:10:00,18:21:00,19:45:00,19:32:00,12,12,on_time
1390,2025-06-07,8560,VS,Virgin Atlantic,BOM,HYD,19:45:00,20:12:00,21:25:00,21:20:00,28,28,delayed
1391,2025-06-07,5326,6E,IndiGo,BOM,HYD,19:45:00,20:12:00,21:25:00,21:20:00,28,28,delayed
1392,2025-06-07,2875,AI,Air India,BOM,HYD,19:55:00,20:22:00,21:40:00,21:30:00,27,27,delayed
1393,2025-06-07,5056,6E,IndiGo,BOM,HYD,21:20:00,21:35:00,23:00:00,22:53:00,15,15,on_time
1394,2025-06-07,2869,AI,Air India,BOM,HYD,22:15:00,22:29:00,23:55:00,23:36:00,15,15,on_time
1395,2025-06-07,8562,VS,Virgin Atlantic,BOM,HYD,23:00:00,23:16:00,00:35:00,00:23:00,16,16,delayed
1396,2025-06-07,5393,6E,IndiGo,BOM,HYD,23:00:00,23:16:00,00:35:00,00:23:00,16,16,delayed
1397,2025-06-07,8555,VS,Virgin Atlantic,BOM,HYD,21:20:00,21:35:00,23:00:00,22:53:00,15,15,on_time
1398,2025-06-07,5521,LH,Lufthansa,BOM,HYD,22:15:00,22:29:00,23:55:00,23:36:00,15,15,on_time
1399,2025-06-07,9866,LX,SWISS,DEL,MAA,02:30:00,02:46:00,05:20:00,05:12:00,16,16,delayed
1400,2025-06-07,891,AI,Air India,DEL,MAA,02:30:00,02:46:00,05:20:00,05:12:00,16,16,delayed
1401,2025-06-07,9203,AA,American Airlines,DEL,MAA,02:30:00,02:34:00,05:15:00,04:55:00,5,5,on_time
1402,2025-06-07,3350,AF,Air France,DEL,MAA,02:30:00,02:34:00,05:15:00,04:55:00,5,5,on_time
1403,2025-06-07,9277,JL,Japan Airlines,DEL,MAA,02:30:00,02:34:00,05:15:00,04:55:00,5,5,on_time
1404,2025-06-07,8879,VS,Virgin Atlantic,DEL,MAA,02:30:00,02:34:00,05:15:00,04:55:00,5,5,on_time
1405,2025-06-07,2308,6E,IndiGo,DEL,MAA,02:30:00,02:34:00,05:15:00,04:55:00,5,5,on_time
1406,2025-06-07,2525,AI,Air India,DEL,MAA,06:00:00,06:21:00,08:55:00,08:47:00,21,21,delayed
1407,2025-06-07,2281,6E,IndiGo,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1408,2025-06-07,2833,AI,Air India,DEL,MAA,07:45:00,08:13:00,10:35:00,10:40:00,29,5,on_time
1409,2025-06-07,5044,6E,IndiGo,DEL,MAA,09:30:00,09:44:00,12:15:00,12:12:00,14,14,on_time
1410,2025-06-07,4412,ET,Ethiopian Airlines,DEL,MAA,06:00:00,06:21:00,08:55:00,08:47:00,21,21,delayed
1411,2025-06-07,4447,LO,LOT - Polish Airlines,DEL,MAA,06:00:00,06:21:00,08:55:00,08:47:00,21,21,delayed
1412,2025-06-07,2467,AI,Air India,DEL,MAA,09:55:00,10:14:00,12:45:00,12:41:00,19,19,delayed
1413,2025-06-07,9204,AA,American Airlines,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1414,2025-06-07,6085,AF,Air France,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1415,2025-06-07,8807,BA,British Airways,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1416,2025-06-07,9266,JL,Japan Airlines,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1417,2025-06-07,3664,KL,KLM,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1418,2025-06-07,8877,VS,Virgin Atlantic,DEL,MAA,07:15:00,07:26:00,10:05:00,09:48:00,11,11,on_time
1419,2025-06-07,4402,ET,Ethiopian Airlines,DEL,MAA,07:45:00,08:13:00,10:35:00,10:40:00,29,5,on_time
1420,2025-06-07,2483,AI,Air India,DEL,MAA,12:15:00,12:51:00,15:10:00,15:21:00,37,11,on_time
1421,2025-06-07,434,6E,IndiGo,DEL,MAA,12:15:00,12:45:00,15:05:00,15:17:00,31,12,on_time
1422,2025-06-07,9286,JL,Japan Airlines,DEL,MAA,09:30:00,09:44:00,12:15:00,12:12:00,14,14,on_time
1423,2025-06-07,4741,KL,KLM,DEL,MAA,09:30:00,09:44:00,12:15:00,12:12:00,14,14,on_time
1424,2025-06-07,8433,TK,Turkish Airlines,DEL,MAA,09:30:00,09:44:00,12:15:00,12:12:00,14,14,on_time
1425,2025-06-07,8881,VS,Virgin Atlantic,DEL,MAA,09:30:00,09:44:00,12:15:00,12:12:00,14,14,on_time
1426,2025-06-07,1077,ET,Ethiopian Airlines,DEL,MAA,12:15:00,12:51:00,15:10:00,15:21:00,37,11,on_time
1427,2025-06-07,8806,BA,British Airways,DEL,MAA,12:15:00,12:45:00,15:05:00,15:17:00,31,12,on_time
1428,2025-06-07,9687,JL,Japan Airlines,DEL,MAA,12:15:00,12:45:00,15:05:00,15:17:00,31,12,on_time
1429,2025-06-07,4711,TK,Turkish Airlines,DEL,MAA,12:15:00,12:45:00,15:05:00,15:17:00,31,12,on_time
1430,2025-06-07,8876,VS,Virgin Atlantic,DEL,MAA,12:15:00,12:45:00,15:05:00,15:17:00,31,12,on_time
1431,2025-06-07,2839,AI,Air India,DEL,MAA,13:40:00,14:19:00,16:35:00,16:45:00,39,10,on_time
1432,2025-06-07,8805,BA,British Airways,DEL,MAA,14:20:00,14:39:00,17:10:00,17:08:00,19,19,delayed
1433,2025-06-07,9290,JL,Japan Airlines,DEL,MAA,14:20:00,14:39:00,17:10:00,17:08:00,19,19,delayed
1434,2025-06-07,8885,VS,Virgin Atlantic,DEL,MAA,14:20:00,14:39:00,17:10:00,17:08:00,19,19,delayed
1435,2025-06-07,6115,6E,IndiGo,DEL,MAA,14:20:00,14:39:00,17:10:00,17:08:00,19,19,delayed
1436,2025-06-07,9289,JL,Japan Airlines,DEL,MAA,16:00:00,16:07:00,18:50:00,18:27:00,7,7,on_time
1437,2025-06-07,8887,VS,Virgin Atlantic,DEL,MAA,16:00:00,16:07:00,18:50:00,18:27:00,7,7,on_time
1438,2025-06-07,6091,6E,IndiGo,DEL,MAA,16:00:00,16:07:00,18:50:00,18:27:00,7,7,on_time
1439,2025-06-07,537,AI,Air India,DEL,MAA,16:15:00,16:39:00,19:10:00,19:00:00,25,25,delayed
1440,2025-06-07,9276,JL,Japan Airlines,DEL,MAA,17:30:00,17:40:00,20:20:00,20:02:00,10,10,on_time
1441,2025-06-07,8878,VS,Virgin Atlantic,DEL,MAA,17:30:00,17:40:00,20:20:00,20:02:00,10,10,on_time
1442,2025-06-07,2287,6E,IndiGo,DEL,MAA,17:30:00,17:40:00,20:20:00,20:02:00,10,10,on_time
1443,2025-06-07,2837,AI,Air India,DEL,MAA,17:55:00,18:20:00,20:40:00,20:45:00,25,5,on_time
1444,2025-06-07,9282,JL,Japan Airlines,DEL,MAA,19:30:00,19:49:00,22:20:00,22:09:00,19,19,delayed
1445,2025-06-07,8880,VS,Virgin Atlantic,DEL,MAA,19:30:00,19:49:00,22:20:00,22:09:00,19,19,delayed
1446,2025-06-07,5041,6E,IndiGo,DEL,MAA,19:30:00,19:49:00,22:20:00,22:09:00,19,19,delayed
1447,2025-06-07,2835,AI,Air India,DEL,MAA,19:35:00,19:51:00,22:30:00,22:17:00,17,17,delayed
1448,2025-06-07,540,AI,Air India,DEL,MAA,21:15:00,22:36:00,00:05:00,,82,59,delayed
1449,2025-06-07,9695,JL,Japan Airlines,DEL,MAA,21:45:00,21:48:00,00:30:00,00:09:00,3,3,on_time
1450,2025-06-07,8889,VS,Virgin Atlantic,DEL,MAA,21:45:00,21:48:00,00:30:00,00:09:00,3,3,on_time
1451,2025-06-07,6341,6E,IndiGo,DEL,MAA,21:45:00,21:48:00,00:30:00,00:09:00,3,3,on_time
1452,2025-06-07,6931,NH,ANA,DEL,MAA,19:35:00,19:51:00,22:30:00,22:17:00,17,17,delayed
1453,2025-06-07,6061,6E,IndiGo,DEL,MAA,23:10:00,23:18:00,02:05:00,01:38:00,8,8,on_time
1454,2025-06-07,9287,JL,Japan Airlines,DEL,MAA,23:10:00,23:18:00,02:05:00,01:38:00,8,8,on_time
1455,2025-06-07,8884,VS,Virgin Atlantic,DEL,MAA,23:10:00,23:18:00,02:05:00,01:38:00,8,8,on_time
1456,2025-06-08,9185,AA,American Airlines,DEL,BOM,01:45:00,02:19:00,04:15:00,04:12:00,34,34,delayed
1457,2025-06-08,6466,AF,Air France,DEL,BOM,01:45:00,02:19:00,04:15:00,04:12:00,34,34,delayed
